"shannon","sst","pH","chlorophyll","distance_from_land","fishing_allowed"
2.40116863466748,28.4079841226339,8.09646196424569,0.149980007833801,78.5348623016836,"Yes"
3.3,27.2076133764349,8.09362228314006,0.181561934808269,70.3210956022882,"No"
2.97502860621967,27.0674555459991,8.11187732230617,0.231061971560121,62.2009459768652,"Yes"
2.00672694476156,28.9988090558909,8.09453205125844,0.414938739640638,37.5246054217628,"No"
2.83151683304069,27.0697496081702,8.10096220791112,0.115944774786476,83.4213743586381,"Yes"
3.3,27.6767825675197,8.0993691980931,0.211363352672197,74.7570266740364,"No"
1.69043190368684,28.8301275232807,8.09305783930063,0.437058481387794,32.123445284231,"No"
1.76781593067547,28.2344705392607,8.1023495109581,0.400239700370003,41.4913610819082,"Yes"
3.3,27.5725706974044,8.104801911786,0.193090424127877,70.6164928146168,"No"
2.04112576994637,28.4755948060192,8.09997429355808,0.378413596190512,45.2897778172332,"No"
1.92779221554892,28.6681086183526,8.09564767779118,0.409056091401726,39.5599774923865,"Yes"
2.53067926426755,27.6285415608436,8.09768560479865,0.337149722408503,58.3212497304434,"Yes"
1.5933935633602,27.9851330956444,8.09044424372459,0.429163549502846,35.81388181156,"Yes"
3.00724726274012,28.3947475324385,8.10184908021857,0.142664740991313,84.4813894733061,"Yes"
3.08340939781779,28.282924707979,8.09768855971359,0.116040908335708,79.8011846980097,"No"
2.21839940634657,28.2878458299674,8.10160977945908,0.329497029690538,45.8473558467913,"Yes"
2.03333877442884,28.9557068096474,8.09857999305035,0.254770025971811,58.458552906835,"Yes"
2.587458001831,27.8294706689194,8.10545928221728,0.34248119215481,50.8879721347973,"No"
2.78400337421764,27.2388095599599,8.10080108181373,0.144636077585164,80.9388667081701,"Yes"
1.89690146381071,28.0520593202673,8.11354084142203,0.415804665791802,36.4779889538083,"Yes"
3.3,27.4501467016526,8.10143144964707,0.148582122207154,84.6998149347502,"Yes"
2.03274613244122,27.9728235281073,8.09983744874585,0.413265875703655,46.8283838013785,"Yes"
2.85991828232994,27.7404295969754,8.09505160990447,0.324177384818904,53.8013990481174,"No"
2.58755257958245,28.9667003615759,8.10105904964044,0.108614789578132,82.3790868437942,"No"
2.69757591223972,27.7766382303089,8.09513991233134,0.181069024873432,73.5977031225573,"Yes"
3.3,27.4584896806628,8.10274612006979,0.151489776559174,84.1595825811963,"Yes"
2.47650927474826,28.2465950925834,8.09475489234994,0.258666954666842,60.2979852286709,"Yes"
2.17955808762861,27.2730803941377,8.1022456696738,0.256980719487183,53.6145164145349,"Yes"
