"sex_mf","substrate","foraging_height_m","mean_shrub_size"
"Male","Bark",1.3454119241634,0.594434550205306
"Male","Bark",1.45365853041076,0.913811832157974
"Male","Bark",1.44196231486187,1.05752084731267
"Male","Bark",1.34163728007897,0.651162848942277
"Male","Bark",1.48474600173119,0.895297022559457
"Male","Bark",1.42660219793649,0.431445398651593
"Male","Bark",1.44445852703604,0.910701509729387
"Male","Bark",1.35335048764342,0.391014793631171
"Male","Bark",1.31516299560511,0.593364607459441
"Male","Bark",1.40023119424158,0.828346215041677
"Male","Bark",1.26830918757004,0.411117712698088
"Male","Bark",1.45982691126947,0.962175462282678
"Male","Bark",1.32377856296541,0.192617860415811
"Male","Bark",1.25709096967592,0.913168563533146
"Male","Bark",1.43322444490134,0.817080765283459
"Male","Bark",1.35309393123915,0.450243689627663
"Male","Bark",1.36650132064159,0.623981558759643
"Male","Bark",1.55362521555058,0.385021939888157
"Male","Bark",1.46099945332537,0.795598307264428
"Male","Bark",1.45163356984357,0.965748859047641
"Male","Bark",1.39256914386769,0.585955211569953
"Male","Bark",1.33948430536238,0.64887713590278
"Male","Bark",1.22903548151011,0.0948847370331468
"Male","Bark",1.37313068946188,0.833250715963735
"Male","Bark",1.33514084932447,0.710851029527599
"Male","Bark",1.39058898732052,0.744935368388395
"Male","Bark",1.39144590489248,0.674537300299204
"Male","Bark",1.41195310708933,0.431265110260076
"Male","Bark",1.38837036073313,0.880632450281484
"Male","Bark",1.30561727638084,0.124835839751048
"Male","Foliage",1.29831310380441,0.907826656540875
"Male","Foliage",1.27072862214902,0.802128416522447
"Male","Foliage",1.33064256815184,0.80131873869071
"Male","Foliage",1.37585612473117,0.466948649704801
"Male","Foliage",1.33286902183755,0.538900207675619
"Male","Foliage",1.24629093316941,0.322272651203421
"Male","Foliage",1.0765217795285,0.315724918728024
"Male","Foliage",1.31845225103635,0.836590979713174
"Male","Foliage",1.30846133456405,0.64647629348695
"Male","Foliage",1.20889048408136,0.708535548986303
"Male","Foliage",1.303367884985,0.137454879300701
"Male","Foliage",1.30085529808657,0.409008641728964
"Male","Foliage",1.28281703161081,0.693600437815657
"Male","Foliage",1.26660539016542,0.824625807906919
"Male","Foliage",1.28721277156338,0.48252961495084
"Male","Foliage",1.27693960207232,0.299560238804328
"Male","Foliage",1.3735820791213,0.919017874025452
"Male","Foliage",1.29540198416315,0.380291065188294
"Male","Foliage",1.31675971490475,0.467297273950456
"Male","Foliage",1.28840677034017,0.89320034143508
"Male","Foliage",1.32633262792368,0.734854656115793
"Male","Foliage",1.24631869674357,0.442531255578984
"Male","Foliage",1.33848409380125,0.573553306808081
"Male","Foliage",1.38854526875699,0.531493137100837
"Male","Foliage",1.29019089053668,0.350686649569131
"Male","Foliage",1.3102374867507,0.785955195927175
"Male","Foliage",1.27017009655349,0.701394675440507
"Male","Foliage",1.35891238744526,0.65467926864944
"Male","Foliage",1.35247106107712,0.844422995291793
"Male","Foliage",1.32804905830692,0.524501024296122
"Male","Ground",0.316166014601672,-0.170144641267705
"Male","Ground",0.232656122544713,-0.284074283863711
"Male","Ground",0.164773276720592,-0.392509246762378
"Male","Ground",0.305485295792767,-0.142153849660718
"Male","Ground",0.245710928891269,-0.376342630272109
"Male","Ground",0.0976010256693109,-0.871345384398274
"Male","Ground",0.100889632906551,-0.999246082759446
"Male","Ground",0.126192710115892,-0.314069481713214
"Male","Ground",0.307968964969204,-0.507769035228545
"Male","Ground",0.0745906730442272,-0.965103136181845
"Male","Ground",0.211503994004795,-0.668984799184624
"Male","Ground",0.129111200470259,-0.579123258247124
"Male","Ground",0.197954064771024,-0.260895591574192
"Male","Ground",0.173781168569778,-0.711183687830635
"Male","Air",0.988361642221863,0.155660135819862
"Male","Air",0.928981843602805,0.352995481057129
"Male","Air",0.959333863471496,0.46243689802144
"Male","Air",1.0230534651909,0.570647328312942
"Male","Air",0.989255319521407,0.504350610307128
"Male","Air",1.00694726240568,0.275312261184195
"Male","Air",1.04221151809444,0.58430355520778
"Male","Air",0.934577483339419,0.277638906961652
"Male","Air",1.05225843290682,0.473565920625262
"Male","Air",1.06050869614593,0.316188105068609
"Male","Air",1.0041571836271,0.566765222955434
"Male","Air",1.13924735155886,0.305031141505039
"Male","Air",1.0297641160285,0.194127127523947
"Male","Air",1.00388331747271,0.387298807153345
"Male","Air",0.972065169715234,0.400531745304309
"Male","Air",0.95966161618355,0.099105327107028
"Male","Air",0.974464546950471,0.146710790968756
"Male","Air",0.972175643888072,-0.023617339105933
"Male","Air",1.01205625824432,0.314415831046146
"Male","Air",0.97123314887361,0.46983645727987
"Male","Air",1.09927848654629,-0.0700818918633879
"Male","Air",1.02316013734938,0.263320005248413
"Male","Air",1.01462172051282,0.206280374833676
"Male","Air",0.974300867365984,0.518321916031175
"Male","Air",0.938213059110825,0.156777848294433
"Male","Air",0.87493843755355,0.482361390882783
"Male","Air",0.930168588061815,0.281922869538656
"Male","Air",0.955043237927827,0.380115697720692
"Male","Air",0.933635182311041,0.315646639652475
"Male","Air",1.0101433215053,0.314864479712803
"Female","Bark",0.553254395576922,-0.612034601309008
"Female","Bark",0.794959257431062,0.0260078494616257
"Female","Bark",0.824643817768073,0.0680028773675895
"Female","Bark",0.953136286884656,0.407063882334926
"Female","Bark",0.859163787192591,0.164771266861431
"Female","Bark",0.638145805064494,-0.325786062910514
"Female","Bark",0.736506782456766,0.214598000450716
"Female","Bark",0.935675448944548,0.47999783145933
"Female","Bark",0.724197287859676,-0.00291224193734709
"Female","Bark",0.837536403580325,-0.145837245979718
"Female","Bark",0.866716387176468,-0.153508131202956
"Female","Bark",0.799142376101868,-0.151975435815031
"Female","Bark",0.809244045341463,0.496715977456432
"Female","Bark",0.832028264203136,0.0738300365342895
"Female","Bark",0.816509125050105,0.206503783727808
"Female","Bark",0.694679326574798,-0.00715481473802194
"Female","Bark",0.84473946768119,0.179903494508201
"Female","Bark",0.905713682489888,0.472061534659704
"Female","Bark",0.652484266985191,-0.157570189311064
"Female","Bark",0.820073285977002,0.104824616155638
"Female","Foliage",0.509853174636898,-0.23144058805511
"Female","Foliage",0.405384254179678,-0.406912685567569
"Female","Foliage",0.512608808188842,-0.200720088653327
"Female","Foliage",0.467607454208105,-0.557740700544989
"Female","Foliage",0.486697115852243,-0.260525930216282
"Female","Foliage",0.4856616089953,-0.448352715664021
"Female","Foliage",0.473535627242253,-0.295982042831122
"Female","Foliage",0.472147748703738,-0.340688597290348
"Female","Foliage",0.472578054369097,-0.37886578330743
"Female","Foliage",0.503187169595863,-0.0564098872640441
"Female","Foliage",0.441097001459893,-0.268514593182294
"Female","Foliage",0.431254907264104,-0.353188251587151
"Female","Foliage",0.51666748677251,-0.432208802692192
"Female","Foliage",0.527987233632703,-0.306626404263625
"Female","Foliage",0.442112164295184,-0.408318878080557
"Female","Foliage",0.567978132230666,-0.371535663377686
